7.23094934	771	0.4211719486
7.038135555	767	0.4211719486
6.789709067	765	0.4211719486
6.403524173	763	0.4211719486
5.994071931	759	0.4211719486
5.552343312	753	0.4211719486
4.948066377	744	0.4211719486
4.441460953	731	0.4211719486
3.781261759	709	0.4211719486
3.27430463	682	0.4211719486
2.600177534	632	0.4211719486
2.326279456	603	0.4211719486
2.087981058	574	0.4211719486
1.772607352	527	0.4211719486
1.646102047	502	0.4211719486
1.443563468	457	0.4211719486
1.253822641	412	0.4211719486
1.089734595	364	0.4211719486
1.001590559	335	0.4211719486
0.913633931	303	0.4211719486
0.813379965	272	0.4211719486
0.738401857	234	0.4211719486
0.651183305	198	0.4211719486
0.564265585	155	0.4211719486
0.452996431	102	0.4211719486
0.391431301	66	0.4211719486
0.30555989	25	0.4211719486
0.00218736	0	0.4211719486
