
# Curve 0 of 1, 1000 points
# x y type
 6.94978e-310  0  u
 0.616617  16.1995  i
 0.624625  16.2168  i
 0.632633  16.2316  i
 0.640641  16.2441  i
 0.648649  16.254  i
 0.656657  16.2616  i
 0.664665  16.2667  i
 0.672673  16.2693  i
 0.680681  16.2695  i
 0.688689  16.2673  i
 0.696697  16.2625  i
 0.704705  16.2553  i
 0.712713  16.2456  i
 0.720721  16.2335  i
 0.728729  16.2189  i
 0.736737  16.2018  i
 0.744745  16.1822  i
 0.752753  16.1601  i
 0.760761  16.1356  i
 0.768769  16.1086  i
 0.776777  16.0791  i
 0.784785  16.0472  i
 0.792793  16.0127  i
 0.800801  15.9758  i
 0.808809  15.9365  i
 0.816817  15.8946  i
 0.824825  15.8503  i
 0.832833  15.8036  i
 0.840841  15.7544  i
 0.848849  15.7027  i
 0.856857  15.6486  i
 0.864865  15.5921  i
 0.872873  15.5331  i
 0.880881  15.4717  i
 0.888889  15.4079  i
 0.896897  15.3417  i
 0.904905  15.2731  i
 0.912913  15.202  i
 0.920921  15.1286  i
 0.928929  15.0528  i
 0.936937  14.9746  i
 0.944945  14.8941  i
 0.952953  14.8111  i
 0.960961  14.7259  i
 0.968969  14.6383  i
 0.976977  14.5483  i
 0.984985  14.4561  i
 0.992993  14.3615  i
 1.001  14.2646  i
 1.00901  14.1654  i
 1.01702  14.064  i
 1.02503  13.9602  i
 1.03303  13.8542  i
 1.04104  13.746  i
 1.04905  13.6355  i
 1.05706  13.5228  i
 1.06507  13.4079  i
 1.07307  13.2908  i
 1.08108  13.1715  i
 1.08909  13.05  i
 1.0971  12.9263  i
 1.10511  12.8005  i
 1.11311  12.6725  i
 1.12112  12.5424  i
 1.12913  12.4102  i
 1.13714  12.2759  i
 1.14515  12.1395  i
 1.15315  12.0011  i
 1.16116  11.8605  i
 1.16917  11.718  i
 1.17718  11.5733  i
 1.18519  11.4267  i
 1.19319  11.2781  i
 1.2012  11.1274  i
 1.20921  10.9748  i
 1.21722  10.8202  i
 1.22523  10.6637  i
 1.23323  10.5052  i
 1.24124  10.3448  i
 1.24925  10.1825  i
 1.25726  10.0184  i
 1.26527  9.8523  i
 1.27327  9.68438  i
 1.28128  9.51461  i
 1.28929  9.343  i
 1.2973  9.16958  i
 1.30531  8.99436  i
 1.31331  8.81735  i
 1.32132  8.63857  i
 1.32933  8.45804  i
 1.33734  8.27576  i
 1.34535  8.09176  i
 1.35335  7.90605  i
 1.36136  7.71864  i
 1.36937  7.52956  i
 1.37738  7.33881  i
 1.38539  7.14642  i
 1.39339  6.95239  i
 1.4014  6.75675  i
 1.40941  6.5595  i
 1.41742  6.36067  i
 1.42543  6.16027  i
 1.43343  5.95832  i
 1.44144  5.75482  i
 1.44945  5.54981  i
 1.45746  5.34329  i
 1.46547  5.13527  i
 1.47347  4.92578  i
 1.48148  4.71484  i
 1.48949  4.50244  i
 1.4975  4.28862  i
 1.50551  4.07339  i
 1.51351  3.85675  i
 1.52152  3.63874  i
 1.52953  3.41936  i
 1.53754  3.19863  i
 1.54555  2.97656  i
 1.55355  2.75317  i
 1.56156  2.52849  i
 1.56957  2.30251  i
 1.57758  2.07526  i
 1.58559  1.84675  i
 1.59359  1.617  i
 1.6016  1.38602  i
 1.60961  1.15383  i
 1.61762  0.920442  i
 1.62563  0.685875  i
 1.63363  0.450143  i
 1.64164  0.213259  i
 1.64965 -0.0247593  i
 1.65766 -0.263899  i
 1.66567 -0.504143  i
 1.67367 -0.745478  i
 1.68168 -0.987889  i
 1.68969 -1.23136  i
 1.6977 -1.47588  i
 1.70571 -1.72142  i
 1.71371 -1.96799  i
 1.72172 -2.21555  i
 1.72973 -2.46411  i
 1.73774 -2.71363  i
 1.74575 -2.96412  i
 1.75375 -3.21554  i
 1.76176 -3.4679  i
 1.76977 -3.72117  i
 1.77778 -3.97534  i
 1.78579 -4.2304  i
 1.79379 -4.48633  i
 1.8018 -4.74311  i
 1.80981 -5.00075  i
 1.81782 -5.25921  i
 1.82583 -5.51849  i
 1.83383 -5.77857  i
 1.84184 -6.03944  i
 1.84985 -6.30108  i
 1.85786 -6.56349  i
 1.86587 -6.82664  i
 1.87387 -7.09053  i
 1.88188 -7.35514  i
 1.88989 -7.62046  i
 1.8979 -7.88648  i
 1.90591 -8.15317  i
 1.91391 -8.42054  i
 1.92192 -8.68856  i
 1.92993 -8.95722  i
 1.93794 -9.22651  i
 1.94595 -9.49642  i
 1.95395 -9.76693  i
 1.96196 -10.038  i
 1.96997 -10.3097  i
 1.97798 -10.582  i
 1.98599 -10.8548  i
 1.99399 -11.1281  i
 2.002 -11.402  i
 2.01001 -11.6764  i
 2.01802 -11.9513  i
 2.02603 -12.2267  i
 2.03403 -12.5026  i
 2.04204 -12.7789  i
 2.05005 -13.0557  i
 2.05806 -13.333  i
 2.06607 -13.6107  i
 2.07407 -13.8888  i
 2.08208 -14.1673  i
 2.09009 -14.4463  i
 2.0981 -14.7256  i
 2.10611 -15.0053  i
 2.11411 -15.2853  i
 2.12212 -15.5658  i
 2.13013 -15.8465  i
 2.13814 -16.1276  i
 2.14615 -16.4091  i
 2.15415 -16.6908  i
 2.16216 -16.9728  i
 2.17017 -17.2552  i
 2.17818 -17.5378  i
 2.18619 -17.8207  i
 2.19419 -18.1039  i
 2.2022 -18.3873  i
 2.21021 -18.6709  i
 2.21822 -18.9548  i
 2.22623 -19.2389  i
 2.23423 -19.5232  i
 2.24224 -19.8077  i
 2.25025 -20.0924  i
 2.25826 -20.3773  i
 2.26627 -20.6624  i
 2.27427 -20.9476  i
 2.28228 -21.233  i
 2.29029 -21.5185  i
 2.2983 -21.8042  i
 2.30631 -22.09  i
 2.31431 -22.3759  i
 2.32232 -22.6619  i
 2.33033 -22.948  i
 2.33834 -23.2342  i
 2.34635 -23.5205  i
 2.35435 -23.8069  i
 2.36236 -24.0933  i
 2.37037 -24.3798  i
 2.37838 -24.6664  i
 2.38639 -24.953  i
 2.39439 -25.2396  i
 2.4024 -25.5262  i
 2.41041 -25.8129  i
 2.41842 -26.0996  i
 2.42643 -26.3862  i
 2.43443 -26.6729  i
 2.44244 -26.9595  i
 2.45045 -27.2462  i
 2.45846 -27.5328  i
 2.46647 -27.8193  i
 2.47447 -28.1058  i
 2.48248 -28.3923  i
 2.49049 -28.6787  i
 2.4985 -28.965  i
 2.50651 -29.2513  i
 2.51451 -29.5375  i
 2.52252 -29.8236  i
 2.53053 -30.1096  i
 2.53854 -30.3955  i
 2.54655 -30.6813  i
 2.55455 -30.967  i
 2.56256 -31.2525  i
 2.57057 -31.5379  i
 2.57858 -31.8232  i
 2.58659 -32.1084  i
 2.59459 -32.3934  i
 2.6026 -32.6782  i
 2.61061 -32.9629  i
 2.61862 -33.2475  i
 2.62663 -33.5318  i
 2.63463 -33.816  i
 2.64264 -34.1  i
 2.65065 -34.3838  i
 2.65866 -34.6674  i
 2.66667 -34.9508  i
 2.67467 -35.234  i
 2.68268 -35.517  i
 2.69069 -35.7998  i
 2.6987 -36.0823  i
 2.70671 -36.3646  i
 2.71471 -36.6467  i
 2.72272 -36.9286  i
 2.73073 -37.2102  i
 2.73874 -37.4915  i
 2.74675 -37.7726  i
 2.75475 -38.0535  i
 2.76276 -38.3341  i
 2.77077 -38.6144  i
 2.77878 -38.8944  i
 2.78679 -39.1742  i
 2.79479 -39.4536  i
 2.8028 -39.7328  i
 2.81081 -40.0117  i
 2.81882 -40.2903  i
 2.82683 -40.5686  i
 2.83483 -40.8466  i
 2.84284 -41.1243  i
 2.85085 -41.4016  i
 2.85886 -41.6787  i
 2.86687 -41.9554  i
 2.87487 -42.2318  i
 2.88288 -42.5078  i
 2.89089 -42.7836  i
 2.8989 -43.059  i
 2.90691 -43.334  i
 2.91491 -43.6087  i
 2.92292 -43.8831  i
 2.93093 -44.1571  i
 2.93894 -44.4307  i
 2.94695 -44.704  i
 2.95495 -44.9769  i
 2.96296 -45.2494  i
 2.97097 -45.5216  i
 2.97898 -45.7934  i
 2.98699 -46.0648  i
 2.99499 -46.3358  i
 3.003 -46.6065  i
 3.01101 -46.8767  i
 3.01902 -47.1466  i
 3.02703 -47.4161  i
 3.03504 -47.6852  i
 3.04304 -47.9538  i
 3.05105 -48.2221  i
 3.05906 -48.49  i
 3.06707 -48.7574  i
 3.07508 -49.0245  i
 3.08308 -49.2911  i
 3.09109 -49.5573  i
 3.0991 -49.8231  i
 3.10711 -50.0885  i
 3.11512 -50.3534  i
 3.12312 -50.6179  i
 3.13113 -50.882  i
 3.13914 -51.1456  i
 3.14715 -51.4088  i
 3.15516 -51.6716  i
 3.16316 -51.9339  i
 3.17117 -52.1958  i
 3.17918 -52.4573  i
 3.18719 -52.7183  i
 3.1952 -52.9788  i
 3.2032 -53.2389  i
 3.21121 -53.4985  i
 3.21922 -53.7577  i
 3.22723 -54.0164  i
 3.23524 -54.2747  i
 3.24324 -54.5325  i
 3.25125 -54.7898  i
 3.25926 -55.0467  i
 3.26727 -55.3031  i
 3.27528 -55.559  i
 3.28328 -55.8145  i
 3.29129 -56.0695  i
 3.2993 -56.324  i
 3.30731 -56.5781  i
 3.31532 -56.8316  i
 3.32332 -57.0847  i
 3.33133 -57.3373  i
 3.33934 -57.5894  i
 3.34735 -57.841  i
 3.35536 -58.0922  i
 3.36336 -58.3428  i
 3.37137 -58.593  i
 3.37938 -58.8427  i
 3.38739 -59.0919  i
 3.3954 -59.3406  i
 3.4034 -59.5888  i
 3.41141 -59.8365  i
 3.41942 -60.0837  i
 3.42743 -60.3304  i
 3.43544 -60.5767  i
 3.44344 -60.8224  i
 3.45145 -61.0676  i
 3.45946 -61.3123  i
 3.46747 -61.5565  i
 3.47548 -61.8002  i
 3.48348 -62.0434  i
 3.49149 -62.2861  i
 3.4995 -62.5283  i
 3.50751 -62.77  i
 3.51552 -63.0112  i
 3.52352 -63.2519  i
 3.53153 -63.492  i
 3.53954 -63.7317  i
 3.54755 -63.9708  i
 3.55556 -64.2094  i
 3.56356 -64.4475  i
 3.57157 -64.6851  i
 3.57958 -64.9222  i
 3.58759 -65.1588  i
 3.5956 -65.3948  i
 3.6036 -65.6304  i
 3.61161 -65.8654  i
 3.61962 -66.0999  i
 3.62763 -66.3339  i
 3.63564 -66.5674  i
 3.64364 -66.8003  i
 3.65165 -67.0328  i
 3.65966 -67.2647  i
 3.66767 -67.4961  i
 3.67568 -67.7269  i
 3.68368 -67.9573  i
 3.69169 -68.1871  i
 3.6997 -68.4164  i
 3.70771 -68.6452  i
 3.71572 -68.8735  i
 3.72372 -69.1012  i
 3.73173 -69.3285  i
 3.73974 -69.5552  i
 3.74775 -69.7813  i
 3.75576 -70.007  i
 3.76376 -70.2321  i
 3.77177 -70.4567  i
 3.77978 -70.6808  i
 3.78779 -70.9044  i
 3.7958 -71.1274  i
 3.8038 -71.3499  i
 3.81181 -71.5719  i
 3.81982 -71.7934  i
 3.82783 -72.0144  i
 3.83584 -72.2348  i
 3.84384 -72.4547  i
 3.85185 -72.6741  i
 3.85986 -72.8929  i
 3.86787 -73.1113  i
 3.87588 -73.3291  i
 3.88388 -73.5463  i
 3.89189 -73.7631  i
 3.8999 -73.9794  i
 3.90791 -74.1951  i
 3.91592 -74.4103  i
 3.92392 -74.6249  i
 3.93193 -74.8391  i
 3.93994 -75.0527  i
 3.94795 -75.2658  i
 3.95596 -75.4784  i
 3.96396 -75.6905  i
 3.97197 -75.902  i
 3.97998 -76.1131  i
 3.98799 -76.3236  i
 3.996 -76.5336  i
 4.004 -76.743  i
 4.01201 -76.952  i
 4.02002 -77.1604  i
 4.02803 -77.3683  i
 4.03604 -77.5757  i
 4.04404 -77.7826  i
 4.05205 -77.9889  i
 4.06006 -78.1948  i
 4.06807 -78.4001  i
 4.07608 -78.6049  i
 4.08408 -78.8092  i
 4.09209 -79.013  i
 4.1001 -79.2163  i
 4.10811 -79.419  i
 4.11612 -79.6213  i
 4.12412 -79.823  i
 4.13213 -80.0242  i
 4.14014 -80.2249  i
 4.14815 -80.4251  i
 4.15616 -80.6248  i
 4.16416 -80.8239  i
 4.17217 -81.0226  i
 4.18018 -81.2207  i
 4.18819 -81.4184  i
 4.1962 -81.6155  i
 4.2042 -81.8121  i
 4.21221 -82.0083  i
 4.22022 -82.2039  i
 4.22823 -82.399  i
 4.23624 -82.5936  i
 4.24424 -82.7877  i
 4.25225 -82.9813  i
 4.26026 -83.1744  i
 4.26827 -83.3669  i
 4.27628 -83.559  i
 4.28428 -83.7506  i
 4.29229 -83.9417  i
 4.3003 -84.1323  i
 4.30831 -84.3224  i
 4.31632 -84.512  i
 4.32432 -84.7011  i
 4.33233 -84.8897  i
 4.34034 -85.0778  i
 4.34835 -85.2654  i
 4.35636 -85.4525  i
 4.36436 -85.6391  i
 4.37237 -85.8252  i
 4.38038 -86.0108  i
 4.38839 -86.196  i
 4.3964 -86.3806  i
 4.4044 -86.5648  i
 4.41241 -86.7485  i
 4.42042 -86.9317  i
 4.42843 -87.1143  i
 4.43644 -87.2966  i
 4.44444 -87.4783  i
 4.45245 -87.6595  i
 4.46046 -87.8403  i
 4.46847 -88.0205  i
 4.47648 -88.2003  i
 4.48448 -88.3796  i
 4.49249 -88.5585  i
 4.5005 -88.7368  i
 4.50851 -88.9147  i
 4.51652 -89.0921  i
 4.52452 -89.269  i
 4.53253 -89.4454  i
 4.54054 -89.6214  i
 4.54855 -89.7969  i
 4.55656 -89.9719  i
 4.56456 -90.1464  i
 4.57257 -90.3205  i
 4.58058 -90.4941  i
 4.58859 -90.6672  i
 4.5966 -90.8399  i
 4.6046 -91.0121  i
 4.61261 -91.1838  i
 4.62062 -91.355  i
 4.62863 -91.5258  i
 4.63664 -91.6961  i
 4.64464 -91.866  i
 4.65265 -92.0354  i
 4.66066 -92.2043  i
 4.66867 -92.3728  i
 4.67668 -92.5408  i
 4.68468 -92.7084  i
 4.69269 -92.8755  i
 4.7007 -93.0421  i
 4.70871 -93.2083  i
 4.71672 -93.374  i
 4.72472 -93.5393  i
 4.73273 -93.7041  i
 4.74074 -93.8685  i
 4.74875 -94.0324  i
 4.75676 -94.1959  i
 4.76476 -94.3589  i
 4.77277 -94.5215  i
 4.78078 -94.6836  i
 4.78879 -94.8453  i
 4.7968 -95.0065  i
 4.8048 -95.1673  i
 4.81281 -95.3277  i
 4.82082 -95.4876  i
 4.82883 -95.647  i
 4.83684 -95.806  i
 4.84484 -95.9646  i
 4.85285 -96.1227  i
 4.86086 -96.2804  i
 4.86887 -96.4377  i
 4.87688 -96.5945  i
 4.88488 -96.7509  i
 4.89289 -96.9069  i
 4.9009 -97.0624  i
 4.90891 -97.2175  i
 4.91692 -97.3722  i
 4.92492 -97.5264  i
 4.93293 -97.6802  i
 4.94094 -97.8336  i
 4.94895 -97.9866  i
 4.95696 -98.1391  i
 4.96496 -98.2912  i
 4.97297 -98.4429  i
 4.98098 -98.5941  i
 4.98899 -98.745  i
 4.997 -98.8954  i
 5.00501 -99.0454  i
 5.01301 -99.1949  i
 5.02102 -99.3441  i
 5.02903 -99.4928  i
 5.03704 -99.6412  i
 5.04505 -99.7891  i
 5.05305 -99.9366  i
 5.06106 -100.084  i
 5.06907 -100.23  i
 5.07708 -100.377  i
 5.08509 -100.522  i
 5.09309 -100.668  i
 5.1011 -100.813  i
 5.10911 -100.958  i
 5.11712 -101.102  i
 5.12513 -101.246  i
 5.13313 -101.389  i
 5.14114 -101.532  i
 5.14915 -101.675  i
 5.15716 -101.817  i
 5.16517 -101.959  i
 5.17317 -102.1  i
 5.18118 -102.241  i
 5.18919 -102.382  i
 5.1972 -102.522  i
 5.20521 -102.662  i
 5.21321 -102.801  i
 5.22122 -102.94  i
 5.22923 -103.079  i
 5.23724 -103.217  i
 5.24525 -103.355  i
 5.25325 -103.493  i
 5.26126 -103.63  i
 5.26927 -103.766  i
 5.27728 -103.903  i
 5.28529 -104.039  i
 5.29329 -104.174  i
 5.3013 -104.309  i
 5.30931 -104.444  i
 5.31732 -104.579  i
 5.32533 -104.713  i
 5.33333 -104.846  i
 5.34134 -104.98  i
 5.34935 -105.113  i
 5.35736 -105.245  i
 5.36537 -105.377  i
 5.37337 -105.509  i
 5.38138 -105.64  i
 5.38939 -105.771  i
 5.3974 -105.902  i
 5.40541 -106.032  i
 5.41341 -106.162  i
 5.42142 -106.292  i
 5.42943 -106.421  i
 5.43744 -106.55  i
 5.44545 -106.678  i
 5.45345 -106.807  i
 5.46146 -106.934  i
 5.46947 -107.062  i
 5.47748 -107.189  i
 5.48549 -107.315  i
 5.49349 -107.442  i
 5.5015 -107.568  i
 5.50951 -107.693  i
 5.51752 -107.818  i
 5.52553 -107.943  i
 5.53353 -108.068  i
 5.54154 -108.192  i
 5.54955 -108.316  i
 5.55756 -108.439  i
 5.56557 -108.563  i
 5.57357 -108.685  i
 5.58158 -108.808  i
 5.58959 -108.93  i
 5.5976 -109.052  i
 5.60561 -109.173  i
 5.61361 -109.294  i
 5.62162 -109.415  i
 5.62963 -109.535  i
 5.63764 -109.655  i
 5.64565 -109.775  i
 5.65365 -109.894  i
 5.66166 -110.013  i
 5.66967 -110.132  i
 5.67768 -110.25  i
 5.68569 -110.368  i
 5.69369 -110.486  i
 5.7017 -110.603  i
 5.70971 -110.72  i
 5.71772 -110.837  i
 5.72573 -110.953  i
 5.73373 -111.069  i
 5.74174 -111.185  i
 5.74975 -111.3  i
 5.75776 -111.415  i
 5.76577 -111.53  i
 5.77377 -111.644  i
 5.78178 -111.758  i
 5.78979 -111.872  i
 5.7978 -111.985  i
 5.80581 -112.099  i
 5.81381 -112.211  i
 5.82182 -112.324  i
 5.82983 -112.436  i
 5.83784 -112.548  i
 5.84585 -112.659  i
 5.85385 -112.77  i
 5.86186 -112.881  i
 5.86987 -112.992  i
 5.87788 -113.102  i
 5.88589 -113.212  i
 5.89389 -113.322  i
 5.9019 -113.431  i
 5.90991 -113.54  i
 5.91792 -113.649  i
 5.92593 -113.757  i
 5.93393 -113.865  i
 5.94194 -113.973  i
 5.94995 -114.08  i
 5.95796 -114.187  i
 5.96597 -114.294  i
 5.97397 -114.401  i
 5.98198 -114.507  i
 5.98999 -114.613  i
 5.998 -114.719  i
 6.00601 -114.824  i
 6.01401 -114.929  i
 6.02202 -115.034  i
 6.03003 -115.138  i
 6.03804 -115.242  i
 6.04605 -115.346  i
 6.05405 -115.45  i
 6.06206 -115.553  i
 6.07007 -115.656  i
 6.07808 -115.759  i
 6.08609 -115.861  i
 6.09409 -115.963  i
 6.1021 -116.065  i
 6.11011 -116.167  i
 6.11812 -116.268  i
 6.12613 -116.369  i
 6.13413 -116.47  i
 6.14214 -116.57  i
 6.15015 -116.67  i
 6.15816 -116.77  i
 6.16617 -116.87  i
 6.17417 -116.969  i
 6.18218 -117.068  i
 6.19019 -117.167  i
 6.1982 -117.265  i
 6.20621 -117.363  i
 6.21421 -117.461  i
 6.22222 -117.559  i
 6.23023 -117.656  i
 6.23824 -117.753  i
 6.24625 -117.85  i
 6.25425 -117.947  i
 6.26226 -118.043  i
 6.27027 -118.139  i
 6.27828 -118.235  i
 6.28629 -118.33  i
 6.29429 -118.425  i
 6.3023 -118.52  i
 6.31031 -118.615  i
 6.31832 -118.709  i
 6.32633 -118.803  i
 6.33433 -118.897  i
 6.34234 -118.991  i
 6.35035 -119.084  i
 6.35836 -119.177  i
 6.36637 -119.27  i
 6.37437 -119.362  i
 6.38238 -119.455  i
 6.39039 -119.547  i
 6.3984 -119.638  i
 6.40641 -119.73  i
 6.41441 -119.821  i
 6.42242 -119.912  i
 6.43043 -120.003  i
 6.43844 -120.093  i
 6.44645 -120.183  i
 6.45445 -120.273  i
 6.46246 -120.363  i
 6.47047 -120.453  i
 6.47848 -120.542  i
 6.48649 -120.631  i
 6.49449 -120.719  i
 6.5025 -120.808  i
 6.51051 -120.896  i
 6.51852 -120.984  i
 6.52653 -121.072  i
 6.53453 -121.159  i
 6.54254 -121.247  i
 6.55055 -121.334  i
 6.55856 -121.42  i
 6.56657 -121.507  i
 6.57457 -121.593  i
 6.58258 -121.679  i
 6.59059 -121.765  i
 6.5986 -121.85  i
 6.60661 -121.936  i
 6.61461 -122.021  i
 6.62262 -122.106  i
 6.63063 -122.19  i
 6.63864 -122.275  i
 6.64665 -122.359  i
 6.65465 -122.443  i
 6.66266 -122.526  i
 6.67067 -122.61  i
 6.67868 -122.693  i
 6.68669 -122.776  i
 6.69469 -122.859  i
 6.7027 -122.941  i
 6.71071 -123.023  i
 6.71872 -123.105  i
 6.72673 -123.187  i
 6.73473 -123.269  i
 6.74274 -123.35  i
 6.75075 -123.431  i
 6.75876 -123.512  i
 6.76677 -123.593  i
 6.77477 -123.673  i
 6.78278 -123.754  i
 6.79079 -123.834  i
 6.7988 -123.913  i
 6.80681 -123.993  i
 6.81481 -124.072  i
 6.82282 -124.151  i
 6.83083 -124.23  i
 6.83884 -124.309  i
 6.84685 -124.387  i
 6.85485 -124.466  i
 6.86286 -124.544  i
 6.87087 -124.622  i
 6.87888 -124.699  i
 6.88689 -124.777  i
 6.89489 -124.854  i
 6.9029 -124.931  i
 6.91091 -125.008  i
 6.91892 -125.084  i
 6.92693 -125.16  i
 6.93493 -125.237  i
 6.94294 -125.312  i
 6.95095 -125.388  i
 6.95896 -125.464  i
 6.96697 -125.539  i
 6.97497 -125.614  i
 6.98298 -125.689  i
 6.99099 -125.764  i
 6.999 -125.838  i
 7.00701 -125.912  i
 7.01502 -125.986  i
 7.02302 -126.06  i
 7.03103 -126.134  i
 7.03904 -126.207  i
 7.04705 -126.28  i
 7.05506 -126.354  i
 7.06306 -126.426  i
 7.07107 -126.499  i
 7.07908 -126.571  i
 7.08709 -126.644  i
 7.0951 -126.716  i
 7.1031 -126.788  i
 7.11111 -126.859  i
 7.11912 -126.931  i
 7.12713 -127.002  i
 7.13514 -127.073  i
 7.14314 -127.144  i
 7.15115 -127.214  i
 7.15916 -127.285  i
 7.16717 -127.355  i
 7.17518 -127.425  i
 7.18318 -127.495  i
 7.19119 -127.565  i
 7.1992 -127.634  i
 7.20721 -127.704  i
 7.21522 -127.773  i
 7.22322 -127.842  i
 7.23123 -127.911  i
 7.23924 -127.979  i
 7.24725 -128.048  i
 7.25526 -128.116  i
 7.26326 -128.184  i
 7.27127 -128.252  i
 7.27928 -128.319  i
 7.28729 -128.387  i
 7.2953 -128.454  i
 7.3033 -128.521  i
 7.31131 -128.588  i
 7.31932 -128.655  i
 7.32733 -128.721  i
 7.33534 -128.788  i
 7.34334 -128.854  i
 7.35135 -128.92  i
 7.35936 -128.986  i
 7.36737 -129.051  i
 7.37538 -129.117  i
 7.38338 -129.182  i
 7.39139 -129.247  i
 7.3994 -129.312  i
 7.40741 -129.377  i
 7.41542 -129.441  i
 7.42342 -129.506  i
 7.43143 -129.57  i
 7.43944 -129.634  i
 7.44745 -129.698  i
 7.45546 -129.762  i
 7.46346 -129.825  i
 7.47147 -129.889  i
 7.47948 -129.952  i
 7.48749 -130.015  i
 7.4955 -130.078  i
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u
 0  0  u

